document_id,doc_type,company_name,ticker,source_name,publish_date,title,url,confidence_tier,relevance_status,review_reason,dimension_count,total_score_100,grade_label,N01,N02,N03,N04,N05,N01_std,N02_std,N03_std,N04_std,N05_std,flag_unverified_key_number,flag_excessive_promotional_tone,flag_nonstandard_audit,flag_disclosure_replacement,flag_retraction_or_correction_needed,adjudication_flag,needs_review,review_reasons,final_version,scorebook_version,model_name,llm_backend,temperature,seed,num_ctx,num_predict,think,stream,json_schema_mode,prompt_version,scoring_timestamp,relevance_confidence_tier,relevance_status_original,relevance_needs_manual_review,relevance_review_reason,model_confidence_tier,strict_company_focus_flag,suspect_not_company_focused,company_focus_reason,final_dataset_version,final_include_flag,low_confidence_flag,source_input_path,source_ratings_long_path,freeze_timestamp
NEWS_PPB_2025_10_22_07c30b4b87,news,PPB Group Berhad,PPB,The Star,2025-10-22,Wilmar’s Indonesia unit charged for sugar import,https://www.thestar.com.my/business/business-news/2025/10/22/wilmars-indonesia-unit-charged-for-sugar-import,,,,5,93.75,A,5,5,4,5,4,100.0,100.0,75.0,100.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2025_10_03_5e4771fefe,news,PPB Group Berhad,PPB,The Star,2025-10-03,Leong Hup unit wins relief from MyCC fine,https://www.thestar.com.my/business/business-news/2025/10/03/leong-hup-unit-wins-relief-from-mycc-fine,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2025_10_02_62db2f4c6a,news,PPB Group Berhad,PPB,The Star,2025-10-02,"High Court grants Leong Hup, PPB’s FFM stay on MyCC penalties",https://www.thestar.com.my/business/business-news/2025/10/02/high-court-grants-leong-hup-ppbs-ffm-stay-on-mycc-penalties,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,ticker_only_title_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2025_10_01_44446a28fe,news,PPB Group Berhad,PPB,The Star,2025-10-01,PPB outlook brightens after Wilmar verdict,https://www.thestar.com.my/business/business-news/2025/10/01/ppb-outlook-brightens-after-wilmar-verdict,,,,5,96.25,A,5,5,4,5,5,100.0,100.0,75.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2025_09_25_2ed0f53daf,news,PPB Group Berhad,PPB,The Star,2025-09-25,PPB valuations remain attractive,https://www.thestar.com.my/business/business-news/2025/09/25/ppb-valuations-remain-attractive,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2025_09_03_38f13f7a40,news,PPB Group Berhad,PPB,The Star,2025-09-03,PPB Group confident Wilmar case will not affect dividend commitment,https://www.thestar.com.my/business/business-news/2025/09/03/ppb-group-confident-wilmar-case-will-not-affect-dividend-commitment,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2025_08_28_07d20392fa,news,PPB Group Berhad,PPB,The Star,2025-08-28,PPB banks on grain for stability,https://www.thestar.com.my/business/business-news/2025/08/28/ppb-banks-on-grain-for-stability,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2025_08_27_2d730571a9,news,PPB Group Berhad,PPB,The Star,2025-08-27,PPB records lower net profit in 2Q25,https://www.thestar.com.my/business/business-news/2025/08/27/ppb-records-lower-net-profit-in-2q25,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2025_08_08_9f5b2b8a71,news,PPB Group Berhad,PPB,The Star,2025-08-08,KLCI edges higher at midday on selective buying in heavyweights,https://www.thestar.com.my/business/business-news/2025/08/08/klci-edges-higher-at-midday-on-selective-buying-in-heavyweights,,,,5,96.25,A,5,5,4,5,5,100.0,100.0,75.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,sponsor_list_or_csr_only,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2025_06_19_a37ef2f9bf,news,PPB Group Berhad,PPB,The Star,2025-06-19,PPB risk premium higher amid legal case in Indonesia,https://www.thestar.com.my/business/business-news/2025/06/19/ppb-risk-premium-higher-amid-legal-case-in-indonesia,,,,5,87.5,A,5,4,4,5,4,100.0,75.0,75.0,100.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,ticker_only_title_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2025_05_29_e6341f2fd8,news,PPB Group Berhad,PPB,The Star,2025-05-29,PPB posts higher net profit in 1Q,https://www.thestar.com.my/business/business-news/2025/05/29/ppb-posts-higher-net-profit-in-1q,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2025_03_06_130c19688a,news,PPB Group Berhad,PPB,The Star,2025-03-06,PPB Group expects sound performance in 2025,https://www.thestar.com.my/business/business-news/2025/03/06/ppb-group-expects-sound-performance-in-2025,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2025_03_05_270cb8e52d,news,PPB Group Berhad,PPB,The Star,2025-03-05,PPB Group expects core business to continue delivering satisfactory performance in 2025,https://www.thestar.com.my/business/business-news/2025/03/05/ppb-group-expects-core-business-to-continue-delivering-satisfactory-performance-in-2025,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2025_02_12_81559aea86,news,PPB Group Berhad,PPB,The Star,2025-02-12,Wilmar’s latest acquisition to bolster earnings,https://www.thestar.com.my/business/business-news/2025/02/12/wilmars-latest-acquisition-to-bolster-earnings,,,,5,82.5,B,5,4,4,4,4,100.0,75.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2024_11_28_542e8052de,news,PPB Group Berhad,PPB,The Star,2024-11-28,PPB's 3Q net profit falls to RM208.12mil,https://www.thestar.com.my/business/business-news/2024/11/28/ppb039s-3q-net-profit-falls-to-rm20812mil,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2024_09_06_37ef99cc5c,news,PPB Group Berhad,PPB,The Star,2024-09-06,Better prospects for plantation companies in 2H24,https://www.thestar.com.my/business/business-news/2024/09/06/better-prospects-for-plantation-companies-in-2h24,,,,5,85.0,A,5,4,4,4,5,100.0,75.0,75.0,75.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2024_09_06_c0abc7d33f,news,PPB Group Berhad,PPB,The Star,2024-09-06,PPB expects uptick in consumer product ops,https://www.thestar.com.my/business/business-news/2024/09/06/ppb-expects-uptick-in-consumer-product-ops,,,,5,93.75,A,5,5,4,5,4,100.0,100.0,75.0,100.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2024_09_05_b64b39b6ec,news,PPB Group Berhad,PPB,The Star,2024-09-05,Higher yearly earnings for plantation companies,https://www.thestar.com.my/business/business-news/2024/09/05/higher-yearly-earnings-for-plantation-companies,,,,5,82.5,B,5,4,4,4,4,100.0,75.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2024_08_30_013fe4fff4,news,PPB Group Berhad,PPB,The Star,2024-08-30,PPB Group quarterly earnings higher at RM309mil,https://www.thestar.com.my/business/business-news/2024/08/30/ppb-group-quarterly-earnings-higher-at-rm309mil,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2024_08_29_3b94579d0a,news,PPB Group Berhad,PPB,The Star,2024-08-29,PPB Group 2Q net profit higher at RM308.919mil,https://www.thestar.com.my/business/business-news/2024/08/29/ppb-group-2q-net-profit-higher-at-rm308919mil,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2024_08_15_76917e3c4c,news,PPB Group Berhad,PPB,The Star,2024-08-15,Softer earnings likely for PPB Group in 1H24,https://www.thestar.com.my/business/business-news/2024/08/15/softer-earnings-likely-for-ppb-group-in-1h24,,,,5,96.25,A,5,5,4,5,5,100.0,100.0,75.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2024_06_25_1f5058a240,news,PPB Group Berhad,PPB,The Star,2024-06-25,Toy library a treasure trove for B40 in Lembah Subang,https://www.thestar.com.my/metro/metro-news/2024/06/25/toy-library-a-treasure-trove-for-b40-in-lembah-subang,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2024_06_19_90873d2b58,news,PPB Group Berhad,PPB,The Star,2024-06-19,Techbond in the spotlight,https://www.thestar.com.my/business/business-news/2024/06/19/techbond-in-the-spotlight,,,,5,87.5,A,5,4,4,5,4,100.0,75.0,75.0,100.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2024_06_11_be261e3503,news,PPB Group Berhad,PPB,The Star,2024-06-11,Muted near-term downstream earnings likely for planters,https://www.thestar.com.my/business/business-news/2024/06/11/muted-near-term-downstream-earnings-likely-for-planters,,,,5,82.5,B,5,4,4,4,4,100.0,75.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2024_06_04_85c6d017d5,news,PPB Group Berhad,PPB,The Star,2024-06-04,Brighter prospects for PPB Group on China recovery,https://www.thestar.com.my/business/business-news/2024/06/04/brighter-prospects-for-ppb-group-on-china-recovery,,,,5,96.25,A,5,5,4,5,5,100.0,100.0,75.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2024_06_04_c7ed71f649,news,PPB Group Berhad,PPB,The Star,2024-06-04,High expectations for corporate earnings,https://www.thestar.com.my/business/business-news/2024/06/04/high-expectations--for-corporate-earnings,,,,5,82.5,B,5,4,4,4,4,100.0,75.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,stock_market_roundup_list_only,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2024_05_30_4398a6b842,news,PPB Group Berhad,PPB,The Star,2024-05-30,PPB posts lower net profit of RM337.17mil in 1Q,https://www.thestar.com.my/business/business-news/2024/05/30/ppb-posts-lower-net-profit-of-rm33717mil-in-1q,,,,5,96.25,A,5,5,4,5,5,100.0,100.0,75.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2024_03_20_e106615fa1,news,PPB Group Berhad,PPB,The Star,2024-03-20,Mixed outlook for plantations on downstream margin drag,https://www.thestar.com.my/business/business-news/2024/03/20/mixed-outlook-for-plantations-on-downstream-margin-drag,,,,5,82.5,B,5,4,4,4,4,100.0,75.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_PPB_2024_03_07_9a5d462dbc,news,PPB Group Berhad,PPB,The Star,2024-03-07,"PPB to spend RM419mil on flour, feed milling unit",https://www.thestar.com.my/business/business-news/2024/03/07/ppb-to-spend-rm419mil-on-flour-feed-milling-unit,,,,5,96.25,A,5,5,4,5,5,100.0,100.0,75.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_SPRITZER_2026_01_01_29fb9054f6,news,SPRITZER,SPRITZER,The Star,2026-01-01,SupportLine,https://www.thestar.com.my/business/business-news/2026/01/01/supportline,,,,5,40.0,D,4,2,2,2,2,75.0,25.0,25.0,25.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_SPRITZER_2025_12_19_5cfa1fd486,news,SPRITZER,SPRITZER,The Star,2025-12-19,"Tourism, policy support to boost consumer sector",https://www.thestar.com.my/business/business-news/2025/12/19/tourism-policy-support-to-boost-consumer-sector,,,,5,82.5,B,5,4,4,4,4,100.0,75.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_SPRITZER_2025_12_05_51db7c5d1a,news,SPRITZER,SPRITZER,The Star,2025-12-05,Opportunity for investors to profit from Spritzer,https://www.thestar.com.my/business/business-news/2025/12/05/opportunity-for-investors-to-profit-from-spritzer,,,,5,93.75,A,5,5,4,5,4,100.0,100.0,75.0,100.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_SPRITZER_2025_11_14_13ba2ae89f,news,SPRITZER,SPRITZER,The Star,2025-11-14,Inbound tourists to bring growth along for the ride,https://www.thestar.com.my/business/business-news/2025/11/14/inbound-tourists-to-bring-growth-along-for-the-ride,,,,5,87.5,A,5,4,4,5,4,100.0,75.0,75.0,100.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_SPRITZER_2025_10_01_77c6d3d985,news,SPRITZER,SPRITZER,The Star,2025-10-01,Retail growth to remain resilient with subsidies,https://www.thestar.com.my/business/business-news/2025/10/01/retail-growth-to-remain-resilient-with-subsidies,,,,5,87.5,A,5,4,4,5,4,100.0,75.0,75.0,100.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,sponsor_list_or_csr_only,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_SPRITZER_2025_09_11_1b0940a58d,news,SPRITZER,SPRITZER,The Star,2025-09-11,Switch to value stocks holds investor potential,https://www.thestar.com.my/business/business-news/2025/09/11/switch-to-value-stocks-holds-investor-potential,,,,5,82.5,B,5,4,4,4,4,100.0,75.0,75.0,75.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,sponsor_list_or_csr_only,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_SPRITZER_2025_08_29_069113b9dc,news,SPRITZER,SPRITZER,The Star,2025-08-29,Strong 2Q25 performance positions Spritzer for gains,https://www.thestar.com.my/business/business-news/2025/08/29/strong-2q25-performance-positions-spritzer-for-gains,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_SPRITZER_2025_06_19_a751838def,news,SPRITZER,SPRITZER,The Star,2025-06-19,Consumer staples favourable amid expanded SST,https://www.thestar.com.my/business/business-news/2025/06/19/consumer-staples-favourable-amid-expanded-sst,,,,5,87.5,A,5,4,4,5,4,100.0,75.0,75.0,100.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_SPRITZER_2025_06_19_2524a9463e,news,SPRITZER,SPRITZER,The Star,2025-06-19,SupportLine,https://www.thestar.com.my/business/business-news/2025/06/19/supportline,,,,5,57.5,C,4,2,4,4,2,75.0,25.0,75.0,75.0,25.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_SPRITZER_2025_04_16_1dd4fe73e3,news,SPRITZER,SPRITZER,The Star,2025-04-16,Life Water targets high-capacity expansion,https://www.thestar.com.my/business/business-news/2025/04/16/life-water-targets-high-capacity-expansion,,,,5,87.5,A,5,4,4,5,4,100.0,75.0,75.0,100.0,75.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_SPRITZER_2025_03_19_8da837678a,news,SPRITZER,SPRITZER,The Star,2025-03-19,Consumer sector poised to capitalise on tourism windfall,https://www.thestar.com.my/business/business-news/2025/03/19/consumer-sector-poised-to-capitalise-on-tourism-windfall,,,,5,93.75,A,5,4,5,5,5,100.0,75.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_SPRITZER_2025_02_19_6e3a70e56b,news,SPRITZER,SPRITZER,The Star,2025-02-19,Rising tourism brightens consumer sector outlook,https://www.thestar.com.my/business/business-news/2025/02/19/rising-tourism-brightens-consumer-sector-outlook,,,,5,90.0,A,5,4,4,5,5,100.0,75.0,75.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,low,low_confidence_company_news,Yes,weak_company_specific_context,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_SPRITZER_2024_12_04_989e7aaf2a,news,SPRITZER,SPRITZER,The Star,2024-12-04,Higher production capacity to buoy Spritzer showing,https://www.thestar.com.my/business/business-news/2024/12/04/higher-production-capacity-to-buoy-spritzer-showing,,,,5,100.0,A,5,5,5,5,5,100.0,100.0,100.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
NEWS_SPRITZER_2024_11_14_d25845d8ea,news,SPRITZER,SPRITZER,The Star,2024-11-14,Spritzer’s sparkling potential undervalued by market,https://www.thestar.com.my/business/business-news/2024/11/14/spritzers-sparkling-potential-undervalued-by-market,,,,5,96.25,A,5,5,4,5,5,100.0,100.0,75.0,100.0,100.0,0,0,0,0,0,0,False,,initial,2026-06-15,qwen3:8b,ollama,,,,,,,,,,high,high_confidence_company_news,No,,,,,,final_freeze_2026-06-16,true,false,06_ratings\news_final_full\news_final_document_scores.csv,06_ratings\news_final_full\news_final_ratings_long.csv,2026-09-01T02:05:38+00:00
