document_id,doc_type,company_name,ticker,source_name,publish_date,title,url,confidence_tier,relevance_status,review_reason,dimension_count,total_score_100,grade_label,N01,N02,N03,N04,N05,N01_std,N02_std,N03_std,N04_std,N05_std,flag_unverified_key_number,flag_excessive_promotional_tone,flag_nonstandard_audit,flag_disclosure_replacement,flag_retraction_or_correction_needed,adjudication_flag,needs_review,review_reasons,final_version,scorebook_version,model_name,llm_backend,temperature,seed,num_ctx,num_predict,think,stream,json_schema_mode,prompt_version,scoring_timestamp,relevance_confidence_tier,relevance_status_original,relevance_needs_manual_review,relevance_review_reason,model_confidence_tier,strict_company_focus_flag,suspect_not_company_focused,company_focus_reason,final_dataset_version,final_include_flag,low_confidence_flag,source_input_path,source_ratings_long_path,freeze_timestamp,company_focus_status,strict_main_sample_include
NEWS_PPB_2025_03_05_270cb8e52d,news,PPB Group Berhad,PPB,The Star,2025-03-05,PPB Group expects core business to continue delivering satisfactory performance in 2025,https://www.thestar.com.my/business/business-news/2025/03/05/ppb-group-expects-core-business-to-continue-delivering-satisfactory-performance-in-2025,high,high_confidence_company_news,,5,52.5,D,3,3,3,3,4,50.0,50.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:45:14+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2025_02_12_81559aea86,news,PPB Group Berhad,PPB,The Star,2025-02-12,Wilmar’s latest acquisition to bolster earnings,https://www.thestar.com.my/business/business-news/2025/02/12/wilmars-latest-acquisition-to-bolster-earnings,medium,medium_confidence_company_news,,5,66.25,C,4,4,3,3,4,75.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:45:33+00:00,low,low_confidence_company_news,Yes,weak_company_specific_context,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2024_11_28_542e8052de,news,PPB Group Berhad,PPB,The Star,2024-11-28,PPB's 3Q net profit falls to RM208.12mil,https://www.thestar.com.my/business/business-news/2024/11/28/ppb039s-3q-net-profit-falls-to-rm20812mil,medium,medium_confidence_company_news,,5,68.75,C,4,4,3,3,5,75.0,75.0,50.0,50.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:45:47+00:00,high,high_confidence_company_news,No,,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2024_09_06_c0abc7d33f,news,PPB Group Berhad,PPB,The Star,2024-09-06,PPB expects uptick in consumer product ops,https://www.thestar.com.my/business/business-news/2024/09/06/ppb-expects-uptick-in-consumer-product-ops,high,high_confidence_company_news,,5,66.25,C,4,4,3,3,4,75.0,75.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:46:21+00:00,high,high_confidence_company_news,No,,high,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2024_08_30_013fe4fff4,news,PPB Group Berhad,PPB,The Star,2024-08-30,PPB Group quarterly earnings higher at RM309mil,https://www.thestar.com.my/business/business-news/2024/08/30/ppb-group-quarterly-earnings-higher-at-rm309mil,high,high_confidence_company_news,,5,91.25,A,5,5,4,4,5,100.0,100.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:46:54+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2024_08_29_3b94579d0a,news,PPB Group Berhad,PPB,The Star,2024-08-29,PPB Group 2Q net profit higher at RM308.919mil,https://www.thestar.com.my/business/business-news/2024/08/29/ppb-group-2q-net-profit-higher-at-rm308919mil,high,high_confidence_company_news,,5,85.0,A,5,4,4,4,5,100.0,75.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:47:07+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2024_08_15_76917e3c4c,news,PPB Group Berhad,PPB,The Star,2024-08-15,Softer earnings likely for PPB Group in 1H24,https://www.thestar.com.my/business/business-news/2024/08/15/softer-earnings-likely-for-ppb-group-in-1h24,high,high_confidence_company_news,,5,77.5,B,4,4,4,4,5,75.0,75.0,75.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:47:26+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2024_06_19_90873d2b58,news,PPB Group Berhad,PPB,The Star,2024-06-19,Techbond in the spotlight,https://www.thestar.com.my/business/business-news/2024/06/19/techbond-in-the-spotlight,medium,medium_confidence_company_news,,5,71.25,B,4,4,3,4,4,75.0,75.0,50.0,75.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:48:00+00:00,low,low_confidence_company_news,Yes,weak_company_specific_context,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2024_06_04_85c6d017d5,news,PPB Group Berhad,PPB,The Star,2024-06-04,Brighter prospects for PPB Group on China recovery,https://www.thestar.com.my/business/business-news/2024/06/04/brighter-prospects-for-ppb-group-on-china-recovery,high,high_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:48:33+00:00,high,high_confidence_company_news,No,,high,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2024_05_30_4398a6b842,news,PPB Group Berhad,PPB,The Star,2024-05-30,PPB posts lower net profit of RM337.17mil in 1Q,https://www.thestar.com.my/business/business-news/2024/05/30/ppb-posts-lower-net-profit-of-rm33717mil-in-1q,medium,medium_confidence_company_news,,5,57.5,C,4,3,3,3,3,75.0,50.0,50.0,50.0,50.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:49:09+00:00,high,high_confidence_company_news,No,,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_PPB_2024_03_07_9a5d462dbc,news,PPB Group Berhad,PPB,The Star,2024-03-07,"PPB to spend RM419mil on flour, feed milling unit",https://www.thestar.com.my/business/business-news/2024/03/07/ppb-to-spend-rm419mil-on-flour-feed-milling-unit,medium,medium_confidence_company_news,,5,50.0,D,3,3,3,3,3,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:49:40+00:00,high,high_confidence_company_news,No,,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_SPRITZER_2025_12_05_51db7c5d1a,news,SPRITZER,SPRITZER,The Star,2025-12-05,Opportunity for investors to profit from Spritzer,https://www.thestar.com.my/business/business-news/2025/12/05/opportunity-for-investors-to-profit-from-spritzer,medium,medium_confidence_company_news,,5,50.0,D,3,3,3,3,3,50.0,50.0,50.0,50.0,50.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:50:26+00:00,high,high_confidence_company_news,No,,medium,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_SPRITZER_2025_08_29_069113b9dc,news,SPRITZER,SPRITZER,The Star,2025-08-29,Strong 2Q25 performance positions Spritzer for gains,https://www.thestar.com.my/business/business-news/2025/08/29/strong-2q25-performance-positions-spritzer-for-gains,medium,medium_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:51:30+00:00,high,high_confidence_company_news,No,,medium,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_SPRITZER_2025_02_19_6e3a70e56b,news,SPRITZER,SPRITZER,The Star,2025-02-19,Rising tourism brightens consumer sector outlook,https://www.thestar.com.my/business/business-news/2025/02/19/rising-tourism-brightens-consumer-sector-outlook,medium,medium_confidence_company_news,,5,73.75,B,4,4,3,4,5,75.0,75.0,50.0,75.0,100.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:52:47+00:00,low,low_confidence_company_news,Yes,weak_company_specific_context,medium,Yes,No,lead_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
NEWS_SPRITZER_2024_12_04_989e7aaf2a,news,SPRITZER,SPRITZER,The Star,2024-12-04,Higher production capacity to buoy Spritzer showing,https://www.thestar.com.my/business/business-news/2024/12/04/higher-production-capacity-to-buoy-spritzer-showing,medium,medium_confidence_company_news,,5,60.0,C,4,3,3,3,4,75.0,50.0,50.0,50.0,75.0,0,0,0,0,0,No,No,,filter_news_final,2026-06-15,qwen3:8b,ollama,0.0,42,4096,192,false,false,ollama_format_schema,news_single_dimension_v3_strict_calibration,2026-07-01T08:53:00+00:00,high,high_confidence_company_news,No,,medium,Yes,No,title_alias_with_company_operating_context,final_freeze_2026-06-16,true,false,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_document_scores.csv,/Users/zhaojiahao/Desktop/马来西亚F&B年报（49）/06_scoring/06_ratings/news_final_full/news_final_ratings_long.csv,2026-07-03T07:12:27+00:00,company_focused,Yes
